transaction_id,date,client_id,client_name,client_tier,account_type,sku,units,gross_sales,discounts,refunds,shipping_revenue,fulfillment_cost,paid_ad_spend,memo
TXN-10335,2025-10-28,CLI-002,Urban Pulse,Standard,Gross Sales,SKU-D404,3,270.00,0.00,0.00,6.74,10.31,26.73,Organic search referral
TXN-10336,2025-10-29,CLI-006,Apex Goods,Standard,Gross Sales,SKU-B202,2,90.00,0.00,0.00,6.27,5.92,33.62,Wholesale recurring contract
TXN-10337,2025-10-29,CLI-010,Solstice Corp,Wholesale,Gross Sales,SKU-E505,12,1440.00,144.00,0.00,65.46,37.41,42.51,Influencer Promo
TXN-10338,2025-10-30,CLI-002,Urban Pulse,Standard,Gross Sales,SKU-B202,1,45.00,0.00,0.00,6.68,3.27,10.40,Organic search referral
TXN-10339,2025-10-31,CLI-006,Apex Goods,Standard,Gross Sales,SKU-B202,1,45.00,0.00,0.00,12.20,1.60,19.83,Google Shopping Ad
TXN-10340,2025-10-31,CLI-007,Beacon Direct,VIP,Gross Sales,SKU-D404,5,450.00,45.00,0.00,10.46,8.51,36.58,Organic search referral
TXN-10341,2025-11-01,CLI-004,Nova Retailers,Wholesale,Gross Sales,SKU-C303,12,900.00,135.00,0.00,65.50,40.84,18.34,Meta Ad Campaign #12
TXN-10342,2025-11-01,CLI-003,Summit Outfitters,Wholesale,Gross Sales,SKU-A101,14,1120.00,224.00,0.00,67.04,48.59,55.20,Google Shopping Ad
TXN-10343,2025-11-01,CLI-001,Aura Design Co,VIP,Gross Sales,SKU-E505,6,720.00,72.00,0.00,6.57,10.22,24.25,TikTok Paid Ad
TXN-10344,2025-11-01,CLI-004,Nova Retailers,Wholesale,Gross Sales,SKU-C303,44,3300.00,495.00,0.00,63.79,74.44,32.68,Wholesale recurring contract
TXN-10345,2025-11-02,CLI-008,Vanguard Supply,Wholesale,Gross Sales,SKU-C303,37,2775.00,277.50,0.00,105.91,101.76,36.61,Wholesale recurring contract
TXN-10346,2025-11-02,CLI-002,Urban Pulse,Standard,Refunds,SKU-B202,2,0.00,0.00,90.00,0.00,4.93,0.00,Item damaged in transport
TXN-10347,2025-11-02,CLI-002,Urban Pulse,Standard,Gross Sales,SKU-B202,3,135.00,6.75,0.00,8.88,6.73,18.30,Direct Web
TXN-10348,2025-11-02,CLI-003,Summit Outfitters,Wholesale,Gross Sales,SKU-A101,39,3120.00,468.00,0.00,106.97,102.51,21.80,Quarterly stock order
TXN-10349,2025-11-03,CLI-002,Urban Pulse,Standard,Refunds,SKU-B202,2,0.00,0.00,90.00,0.00,4.91,0.00,Refund SKU-B202 quality issue
TXN-10350,2025-11-03,CLI-004,Nova Retailers,Wholesale,Gross Sales,SKU-E505,36,4320.00,864.00,0.00,85.82,70.97,28.45,PPC High CAC Campaign
TXN-10351,2025-11-03,CLI-007,Beacon Direct,VIP,Gross Sales,SKU-A101,6,480.00,48.00,0.00,14.00,18.61,45.49,Influencer Promo
TXN-10352,2025-11-03,CLI-010,Solstice Corp,Wholesale,Gross Sales,SKU-D404,21,1890.00,189.00,0.00,104.68,36.80,34.05,Quarterly stock order
TXN-10353,2025-11-04,CLI-007,Beacon Direct,VIP,Gross Sales,SKU-B202,8,360.00,36.00,0.00,7.58,26.57,56.14,Influencer Promo
TXN-10354,2025-11-04,CLI-002,Urban Pulse,Standard,Refunds,SKU-B202,2,0.00,0.00,90.00,0.00,4.57,0.00,Refund SKU-B202 quality issue
TXN-10355,2025-11-04,CLI-008,Vanguard Supply,Wholesale,Gross Sales,SKU-C303,49,3675.00,735.00,0.00,102.53,84.53,21.73,Direct Web
TXN-10356,2025-11-04,CLI-010,Solstice Corp,Wholesale,Gross Sales,SKU-C303,16,1200.00,120.00,0.00,102.36,49.14,54.04,Influencer Promo
TXN-10357,2025-11-05,CLI-007,Beacon Direct,VIP,Gross Sales,SKU-A101,6,480.00,48.00,0.00,9.73,11.07,33.13,Influencer Promo
TXN-10358,2025-11-05,CLI-010,Solstice Corp,Wholesale,Gross Sales,SKU-C303,12,900.00,135.00,0.00,95.24,19.18,36.38,Organic search referral
TXN-10359,2025-11-05,CLI-005,Lumina Living,VIP,Gross Sales,SKU-D404,8,720.00,72.00,0.00,8.11,25.49,53.62,Wholesale recurring contract
TXN-10360,2025-11-06,CLI-002,Urban Pulse,Standard,Gross Sales,SKU-B202,3,135.00,0.00,0.00,7.69,7.00,25.43,Organic search referral
TXN-10361,2025-11-06,CLI-004,Nova Retailers,Wholesale,Gross Sales,SKU-D404,41,3690.00,738.00,0.00,105.68,103.75,22.15,Organic search referral
TXN-10362,2025-11-06,CLI-005,Lumina Living,VIP,Gross Sales,SKU-D404,8,720.00,72.00,0.00,13.79,12.46,23.67,Direct Web
TXN-10363,2025-11-06,CLI-004,Nova Retailers,Wholesale,Gross Sales,SKU-C303,39,2925.00,292.50,0.00,96.37,79.87,52.06,Organic search referral
TXN-10364,2025-11-07,CLI-007,Beacon Direct,VIP,Gross Sales,SKU-A101,2,160.00,16.00,0.00,8.72,5.38,22.99,Quarterly stock order
TXN-10365,2025-11-07,CLI-008,Vanguard Supply,Wholesale,Gross Sales,SKU-C303,20,1500.00,225.00,0.00,62.81,45.46,22.33,Google Shopping Ad
TXN-10366,2025-11-07,CLI-010,Solstice Corp,Wholesale,Gross Sales,SKU-C303,24,1800.00,360.00,0.00,94.22,48.92,33.43,Quarterly stock order
TXN-10367,2025-11-07,CLI-001,Aura Design Co,VIP,Gross Sales,SKU-A101,5,400.00,40.00,0.00,11.47,13.51,15.38,Email Newsletter Conversion
TXN-10368,2025-11-08,CLI-010,Solstice Corp,Wholesale,Gross Sales,SKU-C303,27,2025.00,303.75,0.00,108.13,65.29,24.82,TikTok Paid Ad
TXN-10369,2025-11-08,CLI-005,Lumina Living,VIP,Gross Sales,SKU-D404,6,540.00,54.00,0.00,5.07,20.99,58.49,Google Shopping Ad
TXN-10370,2025-11-08,CLI-006,Apex Goods,Standard,Gross Sales,SKU-B202,3,135.00,6.75,0.00,8.36,6.16,16.78,Google Shopping Ad
TXN-10371,2025-11-09,CLI-005,Lumina Living,VIP,Gross Sales,SKU-C303,3,225.00,22.50,0.00,10.17,5.94,17.55,Email Newsletter Conversion
TXN-10372,2025-11-09,CLI-010,Solstice Corp,Wholesale,Gross Sales,SKU-C303,18,1350.00,270.00,0.00,92.43,62.91,26.67,Meta Ad Campaign #12
TXN-10373,2025-11-09,CLI-007,Beacon Direct,VIP,Gross Sales,SKU-A101,6,480.00,48.00,0.00,13.16,13.12,47.10,Influencer Promo
TXN-10374,2025-11-10,CLI-009,Echo Market,Standard,Gross Sales,SKU-C303,3,225.00,0.00,0.00,13.41,9.76,12.89,Email Newsletter Conversion
TXN-10375,2025-11-10,CLI-002,Urban Pulse,Standard,Gross Sales,SKU-B202,3,135.00,0.00,0.00,14.47,9.90,25.67,Email Newsletter Conversion
TXN-10376,2025-11-10,CLI-004,Nova Retailers,Wholesale,Gross Sales,SKU-C303,29,2175.00,326.25,0.00,69.73,77.46,35.87,Organic search referral
TXN-10377,2025-11-10,CLI-002,Urban Pulse,Standard,Gross Sales,SKU-B202,3,135.00,6.75,0.00,10.00,9.70,18.31,Quarterly stock order
TXN-10378,2025-11-11,CLI-007,Beacon Direct,VIP,Gross Sales,SKU-B202,3,135.00,13.50,0.00,9.09,7.92,55.80,Organic search referral
TXN-10379,2025-11-11,CLI-008,Vanguard Supply,Wholesale,Gross Sales,SKU-B202,15,675.00,101.25,0.00,90.48,27.80,43.55,Organic search referral
TXN-10380,2025-11-11,CLI-001,Aura Design Co,VIP,Gross Sales,SKU-E505,8,960.00,96.00,0.00,10.76,14.53,50.33,Email Newsletter Conversion
TXN-10381,2025-11-12,CLI-003,Summit Outfitters,Wholesale,Gross Sales,SKU-A101,35,2800.00,420.00,0.00,70.67,55.14,23.97,PPC High CAC Campaign
TXN-10382,2025-11-12,CLI-006,Apex Goods,Standard,Gross Sales,SKU-B202,3,135.00,6.75,0.00,11.27,5.99,26.73,Meta Ad Campaign #12
TXN-10383,2025-11-13,CLI-005,Lumina Living,VIP,Gross Sales,SKU-D404,6,540.00,54.00,0.00,6.67,18.89,28.42,Wholesale recurring contract
TXN-10384,2025-11-13,CLI-005,Lumina Living,VIP,Gross Sales,SKU-D404,6,540.00,54.00,0.00,9.34,17.24,21.02,Organic search referral
TXN-10385,2025-11-13,CLI-008,Vanguard Supply,Wholesale,Gross Sales,SKU-C303,35,2625.00,262.50,0.00,57.95,121.44,24.50,Quarterly stock order
TXN-10386,2025-11-14,CLI-010,Solstice Corp,Wholesale,Gross Sales,SKU-C303,12,900.00,135.00,0.00,101.70,32.96,41.73,Wholesale recurring contract
TXN-10387,2025-11-14,CLI-001,Aura Design Co,VIP,Gross Sales,SKU-E505,2,240.00,24.00,0.00,11.90,4.67,32.11,Meta Ad Campaign #12
TXN-10388,2025-11-15,CLI-005,Lumina Living,VIP,Gross Sales,SKU-D404,7,630.00,63.00,0.00,8.01,19.76,44.81,Meta Ad Campaign #12
TXN-10389,2025-11-15,CLI-005,Lumina Living,VIP,Gross Sales,SKU-D404,5,450.00,45.00,0.00,10.12,13.68,27.72,Google Shopping Ad
TXN-10390,2025-11-15,CLI-002,Urban Pulse,Standard,Gross Sales,SKU-B202,3,135.00,0.00,0.00,12.03,6.27,9.06,Organic search referral
TXN-10391,2025-11-15,CLI-008,Vanguard Supply,Wholesale,Gross Sales,SKU-C303,40,3000.00,450.00,0.00,40.22,113.73,55.81,Quarterly stock order
TXN-10392,2025-11-16,CLI-008,Vanguard Supply,Wholesale,Gross Sales,SKU-C303,42,3150.00,315.00,0.00,112.38,117.12,35.55,Google Shopping Ad
TXN-10393,2025-11-16,CLI-005,Lumina Living,VIP,Gross Sales,SKU-D404,8,720.00,72.00,0.00,13.74,25.64,31.21,Email Newsletter Conversion
TXN-10394,2025-11-16,CLI-006,Apex Goods,Standard,Gross Sales,SKU-A101,1,80.00,0.00,0.00,8.29,3.29,33.79,Email Newsletter Conversion
TXN-10395,2025-11-16,CLI-005,Lumina Living,VIP,Gross Sales,SKU-D404,8,720.00,72.00,0.00,6.83,18.41,58.30,Organic search referral
TXN-10396,2025-11-17,CLI-007,Beacon Direct,VIP,Gross Sales,SKU-A101,5,400.00,40.00,0.00,6.13,14.46,17.64,Email Newsletter Conversion
TXN-10397,2025-11-17,CLI-003,Summit Outfitters,Wholesale,Gross Sales,SKU-D404,46,4140.00,828.00,0.00,54.50,103.94,31.14,PPC High CAC Campaign
TXN-10398,2025-11-17,CLI-001,Aura Design Co,VIP,Gross Sales,SKU-B202,5,225.00,22.50,0.00,6.13,11.61,17.07,PPC High CAC Campaign
TXN-10399,2025-11-18,CLI-006,Apex Goods,Standard,Refunds,SKU-E505,1,0.00,0.00,120.00,0.00,4.93,0.00,Customer dissatisfied SKU-B202
TXN-10400,2025-11-18,CLI-009,Echo Market,Standard,Gross Sales,SKU-B202,3,135.00,0.00,0.00,8.46,8.56,18.39,PPC High CAC Campaign
TXN-10401,2025-11-18,CLI-009,Echo Market,Standard,Gross Sales,SKU-B202,1,45.00,0.00,0.00,13.52,3.24,10.02,PPC High CAC Campaign
TXN-10402,2025-11-19,CLI-006,Apex Goods,Standard,Gross Sales,SKU-B202,1,45.00,0.00,0.00,9.03,1.97,20.40,TikTok Paid Ad
TXN-10403,2025-11-19,CLI-010,Solstice Corp,Wholesale,Gross Sales,SKU-D404,30,2700.00,270.00,0.00,99.62,46.07,33.15,PPC High CAC Campaign
TXN-10404,2025-11-19,CLI-001,Aura Design Co,VIP,Gross Sales,SKU-E505,2,240.00,24.00,0.00,14.63,5.55,55.05,Influencer Promo
TXN-10405,2025-11-20,CLI-004,Nova Retailers,Wholesale,Gross Sales,SKU-C303,31,2325.00,348.75,0.00,105.33,98.85,29.94,Meta Ad Campaign #12
TXN-10406,2025-11-20,CLI-010,Solstice Corp,Wholesale,Gross Sales,SKU-C303,33,2475.00,495.00,0.00,49.12,99.62,24.98,PPC High CAC Campaign
TXN-10407,2025-11-20,CLI-006,Apex Goods,Standard,Gross Sales,SKU-B202,3,135.00,0.00,0.00,5.46,5.48,11.79,Google Shopping Ad
TXN-10408,2025-11-20,CLI-007,Beacon Direct,VIP,Gross Sales,SKU-A101,3,240.00,24.00,0.00,14.30,6.86,35.57,Google Shopping Ad
TXN-10409,2025-11-21,CLI-006,Apex Goods,Standard,Refunds,SKU-B202,1,0.00,0.00,45.00,0.00,4.32,0.00,Item damaged in transport
TXN-10410,2025-11-21,CLI-008,Vanguard Supply,Wholesale,Gross Sales,SKU-B202,41,1845.00,184.50,0.00,98.90,106.86,34.48,Direct Web
TXN-10411,2025-11-22,CLI-008,Vanguard Supply,Wholesale,Gross Sales,SKU-C303,21,1575.00,315.00,0.00,53.89,65.74,19.66,Influencer Promo
TXN-10412,2025-11-22,CLI-010,Solstice Corp,Wholesale,Gross Sales,SKU-C303,34,2550.00,382.50,0.00,113.27,102.84,27.31,Influencer Promo
TXN-10413,2025-11-22,CLI-006,Apex Goods,Standard,Gross Sales,SKU-B202,2,90.00,0.00,0.00,7.99,5.81,31.24,Direct Web
TXN-10414,2025-11-22,CLI-009,Echo Market,Standard,Gross Sales,SKU-B202,2,90.00,0.00,0.00,14.81,5.60,33.87,Email Newsletter Conversion
TXN-10415,2025-11-23,CLI-009,Echo Market,Standard,Gross Sales,SKU-B202,2,90.00,0.00,0.00,10.71,5.67,19.27,Influencer Promo
TXN-10416,2025-11-23,CLI-009,Echo Market,Standard,Gross Sales,SKU-E505,1,120.00,6.00,0.00,5.53,1.61,15.21,Email Newsletter Conversion
TXN-10417,2025-11-23,CLI-003,Summit Outfitters,Wholesale,Gross Sales,SKU-A101,19,1520.00,152.00,0.00,56.32,49.06,31.14,Wholesale recurring contract
TXN-10418,2025-11-23,CLI-008,Vanguard Supply,Wholesale,Gross Sales,SKU-E505,24,2880.00,576.00,0.00,71.11,60.52,50.86,Direct Web
TXN-10419,2025-11-24,CLI-005,Lumina Living,VIP,Gross Sales,SKU-D404,7,630.00,63.00,0.00,8.88,23.89,58.91,Black Friday / Cyber Weekend Promotion
TXN-10420,2025-11-24,CLI-006,Apex Goods,Standard,Gross Sales,SKU-B202,1,45.00,0.00,0.00,12.81,3.24,30.41,Black Friday / Cyber Weekend Promotion
TXN-10421,2025-11-24,CLI-006,Apex Goods,Standard,Gross Sales,SKU-B202,4,180.00,0.00,0.00,7.94,7.42,26.43,Black Friday / Cyber Weekend Promotion
TXN-10422,2025-11-24,CLI-003,Summit Outfitters,Wholesale,Gross Sales,SKU-A101,25,2000.00,300.00,0.00,43.25,51.46,26.89,Black Friday / Cyber Weekend Promotion
TXN-10423,2025-11-25,CLI-010,Solstice Corp,Wholesale,Gross Sales,SKU-C303,58,4350.00,870.00,0.00,115.00,91.63,56.79,Black Friday / Cyber Weekend Promotion
TXN-10424,2025-11-25,CLI-010,Solstice Corp,Wholesale,Gross Sales,SKU-E505,43,5160.00,774.00,0.00,103.19,111.81,18.28,Black Friday / Cyber Weekend Promotion
TXN-10425,2025-11-26,CLI-006,Apex Goods,Standard,Gross Sales,SKU-B202,4,180.00,9.00,0.00,10.43,9.23,17.43,Black Friday / Cyber Weekend Promotion
TXN-10426,2025-11-26,CLI-004,Nova Retailers,Wholesale,Gross Sales,SKU-C303,42,3150.00,315.00,0.00,116.02,114.94,36.37,Black Friday / Cyber Weekend Promotion
TXN-10427,2025-11-26,CLI-009,Echo Market,Standard,Gross Sales,SKU-B202,4,180.00,0.00,0.00,7.40,11.14,32.80,Black Friday / Cyber Weekend Promotion
TXN-10428,2025-11-26,CLI-004,Nova Retailers,Wholesale,Gross Sales,SKU-C303,45,3375.00,506.25,0.00,113.27,152.55,32.36,Black Friday / Cyber Weekend Promotion
TXN-10429,2025-11-27,CLI-005,Lumina Living,VIP,Gross Sales,SKU-D404,12,1080.00,108.00,0.00,8.75,37.27,35.05,Black Friday / Cyber Weekend Promotion
TXN-10430,2025-11-27,CLI-001,Aura Design Co,VIP,Gross Sales,SKU-E505,6,720.00,72.00,0.00,10.14,20.38,22.53,Black Friday / Cyber Weekend Promotion
TXN-10431,2025-11-27,CLI-009,Echo Market,Standard,Gross Sales,SKU-B202,4,180.00,0.00,0.00,13.65,9.39,10.81,Black Friday / Cyber Weekend Promotion
TXN-10432,2025-11-27,CLI-009,Echo Market,Standard,Gross Sales,SKU-B202,3,135.00,0.00,0.00,14.40,8.98,12.15,Black Friday / Cyber Weekend Promotion
TXN-10433,2025-11-28,CLI-006,Apex Goods,Standard,Refunds,SKU-B202,1,0.00,0.00,45.00,0.00,4.38,0.00,Refund SKU-B202 quality issue
TXN-10434,2025-11-28,CLI-002,Urban Pulse,Standard,Gross Sales,SKU-B202,3,135.00,0.00,0.00,9.04,6.40,18.52,Black Friday / Cyber Weekend Promotion
TXN-10435,2025-11-28,CLI-002,Urban Pulse,Standard,Gross Sales,SKU-B202,4,180.00,0.00,0.00,12.01,6.58,33.06,Black Friday / Cyber Weekend Promotion
TXN-10436,2025-11-29,CLI-005,Lumina Living,VIP,Gross Sales,SKU-D404,3,270.00,27.00,0.00,7.82,10.06,32.16,Black Friday / Cyber Weekend Promotion
TXN-10437,2025-11-29,CLI-001,Aura Design Co,VIP,Gross Sales,SKU-E505,4,480.00,48.00,0.00,12.47,12.37,53.23,Black Friday / Cyber Weekend Promotion
TXN-10438,2025-11-30,CLI-003,Summit Outfitters,Wholesale,Gross Sales,SKU-C303,15,1125.00,225.00,0.00,109.98,26.74,16.88,Black Friday / Cyber Weekend Promotion
TXN-10439,2025-11-30,CLI-010,Solstice Corp,Wholesale,Gross Sales,SKU-C303,22,1650.00,247.50,0.00,56.80,65.62,47.67,Black Friday / Cyber Weekend Promotion
TXN-10440,2025-11-30,CLI-004,Nova Retailers,Wholesale,Gross Sales,SKU-C303,63,4725.00,472.50,0.00,52.88,122.32,52.56,Black Friday / Cyber Weekend Promotion
TXN-10441,2025-12-01,CLI-002,Urban Pulse,Standard,Refunds,SKU-B202,1,0.00,0.00,45.00,0.00,4.55,0.00,Refund SKU-B202 quality issue
TXN-10442,2025-12-01,CLI-008,Vanguard Supply,Wholesale,Gross Sales,SKU-C303,14,1050.00,157.50,0.00,55.79,37.26,57.82,Google Shopping Ad
TXN-10443,2025-12-02,CLI-003,Summit Outfitters,Wholesale,Gross Sales,SKU-A101,28,2240.00,448.00,0.00,112.01,59.80,35.28,Google Shopping Ad
TXN-10444,2025-12-02,CLI-010,Solstice Corp,Wholesale,Gross Sales,SKU-C303,19,1425.00,285.00,0.00,69.16,40.52,34.27,Influencer Promo
TXN-10445,2025-12-02,CLI-001,Aura Design Co,VIP,Gross Sales,SKU-E505,7,840.00,84.00,0.00,7.77,15.53,45.58,TikTok Paid Ad
TXN-10446,2025-12-03,CLI-008,Vanguard Supply,Wholesale,Gross Sales,SKU-C303,29,2175.00,326.25,0.00,48.71,80.94,18.69,Direct Web
TXN-10447,2025-12-03,CLI-005,Lumina Living,VIP,Gross Sales,SKU-D404,6,540.00,54.00,0.00,7.63,19.64,18.44,Quarterly stock order
TXN-10448,2025-12-03,CLI-002,Urban Pulse,Standard,Gross Sales,SKU-B202,3,135.00,0.00,0.00,7.13,4.72,15.04,Influencer Promo
TXN-10449,2025-12-04,CLI-008,Vanguard Supply,Wholesale,Gross Sales,SKU-C303,35,2625.00,262.50,0.00,98.66,72.87,35.91,Influencer Promo
TXN-10450,2025-12-04,CLI-009,Echo Market,Standard,Refunds,SKU-B202,1,0.00,0.00,45.00,0.00,3.99,0.00,Refund SKU-B202 quality issue
TXN-10451,2025-12-04,CLI-003,Summit Outfitters,Wholesale,Gross Sales,SKU-A101,20,1600.00,160.00,0.00,115.90,56.38,58.55,Influencer Promo
TXN-10452,2025-12-04,CLI-008,Vanguard Supply,Wholesale,Gross Sales,SKU-C303,41,3075.00,307.50,0.00,61.15,80.69,45.09,Google Shopping Ad
TXN-10453,2025-12-05,CLI-006,Apex Goods,Standard,Gross Sales,SKU-A101,3,240.00,0.00,0.00,11.34,6.14,28.03,Direct Web
TXN-10454,2025-12-05,CLI-010,Solstice Corp,Wholesale,Gross Sales,SKU-C303,34,2550.00,382.50,0.00,92.27,107.81,38.25,Influencer Promo
TXN-10455,2025-12-05,CLI-007,Beacon Direct,VIP,Gross Sales,SKU-A101,5,400.00,40.00,0.00,13.17,10.95,50.67,Organic search referral
TXN-10456,2025-12-05,CLI-010,Solstice Corp,Wholesale,Refunds,SKU-D404,1,0.00,0.00,90.00,0.00,2.69,0.00,Refund SKU-B202 quality issue
TXN-10457,2025-12-06,CLI-005,Lumina Living,VIP,Gross Sales,SKU-D404,4,360.00,36.00,0.00,12.17,6.95,25.37,Influencer Promo
TXN-10458,2025-12-06,CLI-006,Apex Goods,Standard,Gross Sales,SKU-B202,1,45.00,0.00,0.00,5.22,1.59,23.48,TikTok Paid Ad
TXN-10459,2025-12-06,CLI-003,Summit Outfitters,Wholesale,Gross Sales,SKU-A101,46,3680.00,368.00,0.00,53.31,153.87,38.25,Meta Ad Campaign #12
TXN-10460,2025-12-06,CLI-007,Beacon Direct,VIP,Gross Sales,SKU-A101,2,160.00,16.00,0.00,14.47,3.87,42.29,Wholesale recurring contract
TXN-10461,2025-12-07,CLI-008,Vanguard Supply,Wholesale,Gross Sales,SKU-E505,19,2280.00,456.00,0.00,89.86,47.91,22.55,Email Newsletter Conversion
TXN-10462,2025-12-07,CLI-006,Apex Goods,Standard,Gross Sales,SKU-B202,2,90.00,0.00,0.00,5.17,5.09,32.55,Google Shopping Ad
TXN-10463,2025-12-07,CLI-007,Beacon Direct,VIP,Gross Sales,SKU-A101,3,240.00,24.00,0.00,14.02,8.10,54.50,PPC High CAC Campaign
TXN-10464,2025-12-08,CLI-009,Echo Market,Standard,Gross Sales,SKU-B202,3,135.00,0.00,0.00,13.97,9.15,25.53,Meta Ad Campaign #12
TXN-10465,2025-12-08,CLI-009,Echo Market,Standard,Gross Sales,SKU-B202,2,90.00,4.50,0.00,12.90,4.52,23.90,PPC High CAC Campaign
TXN-10466,2025-12-08,CLI-010,Solstice Corp,Wholesale,Gross Sales,SKU-C303,40,3000.00,300.00,0.00,62.66,130.14,33.39,Google Shopping Ad
TXN-10467,2025-12-08,CLI-004,Nova Retailers,Wholesale,Refunds,SKU-C303,1,0.00,0.00,75.00,0.00,3.73,0.00,Customer return - sizing issue
TXN-10468,2025-12-09,CLI-001,Aura Design Co,VIP,Gross Sales,SKU-E505,8,960.00,96.00,0.00,9.09,13.71,34.17,Organic search referral
TXN-10469,2025-12-09,CLI-010,Solstice Corp,Wholesale,Gross Sales,SKU-D404,46,4140.00,621.00,0.00,62.04,131.62,48.97,Influencer Promo
TXN-10470,2025-12-09,CLI-007,Beacon Direct,VIP,Gross Sales,SKU-A101,3,240.00,24.00,0.00,10.59,7.40,59.48,Organic search referral
TXN-10471,2025-12-09,CLI-010,Solstice Corp,Wholesale,Gross Sales,SKU-C303,18,1350.00,270.00,0.00,99.83,43.08,46.47,Google Shopping Ad
TXN-10472,2025-12-10,CLI-002,Urban Pulse,Standard,Refunds,SKU-B202,2,0.00,0.00,90.00,0.00,4.40,0.00,Refund SKU-B202 quality issue
TXN-10473,2025-12-10,CLI-001,Aura Design Co,VIP,Gross Sales,SKU-A101,8,640.00,64.00,0.00,13.23,19.55,42.01,Google Shopping Ad
TXN-10474,2025-12-11,CLI-002,Urban Pulse,Standard,Gross Sales,SKU-B202,3,135.00,0.00,0.00,11.14,7.63,27.21,TikTok Paid Ad
TXN-10475,2025-12-11,CLI-010,Solstice Corp,Wholesale,Gross Sales,SKU-C303,21,1575.00,315.00,0.00,75.12,39.97,44.56,PPC High CAC Campaign
TXN-10476,2025-12-12,CLI-005,Lumina Living,VIP,Gross Sales,SKU-D404,6,540.00,54.00,0.00,11.98,16.38,45.33,Direct Web
TXN-10477,2025-12-12,CLI-006,Apex Goods,Standard,Refunds,SKU-B202,2,0.00,0.00,90.00,0.00,4.34,0.00,Customer dissatisfied SKU-B202
TXN-10478,2025-12-12,CLI-007,Beacon Direct,VIP,Gross Sales,SKU-A101,2,160.00,16.00,0.00,14.19,5.20,47.68,Google Shopping Ad
TXN-10479,2025-12-12,CLI-009,Echo Market,Standard,Gross Sales,SKU-C303,1,75.00,0.00,0.00,9.55,2.31,8.13,Quarterly stock order
TXN-10480,2025-12-13,CLI-007,Beacon Direct,VIP,Gross Sales,SKU-A101,6,480.00,48.00,0.00,8.40,10.40,38.10,Wholesale recurring contract
TXN-10481,2025-12-13,CLI-005,Lumina Living,VIP,Gross Sales,SKU-E505,4,480.00,48.00,0.00,14.66,10.51,49.65,PPC High CAC Campaign
TXN-10482,2025-12-14,CLI-008,Vanguard Supply,Wholesale,Gross Sales,SKU-A101,40,3200.00,320.00,0.00,45.40,110.69,59.74,Wholesale recurring contract
TXN-10483,2025-12-14,CLI-004,Nova Retailers,Wholesale,Gross Sales,SKU-C303,32,2400.00,480.00,0.00,40.78,101.26,26.17,Direct Web
TXN-10484,2025-12-14,CLI-002,Urban Pulse,Standard,Gross Sales,SKU-B202,3,135.00,0.00,0.00,8.14,5.81,23.49,PPC High CAC Campaign
TXN-10485,2025-12-15,CLI-004,Nova Retailers,Wholesale,Gross Sales,SKU-C303,25,1875.00,281.25,0.00,58.34,79.25,52.64,Quarterly stock order
TXN-10486,2025-12-15,CLI-006,Apex Goods,Standard,Refunds,SKU-B202,1,0.00,0.00,45.00,0.00,4.03,0.00,Item damaged in transport
TXN-10487,2025-12-16,CLI-001,Aura Design Co,VIP,Gross Sales,SKU-E505,2,240.00,24.00,0.00,8.71,4.26,55.42,PPC High CAC Campaign
TXN-10488,2025-12-16,CLI-010,Solstice Corp,Wholesale,Gross Sales,SKU-C303,42,3150.00,472.50,0.00,57.77,111.44,17.44,TikTok Paid Ad
TXN-10489,2025-12-16,CLI-007,Beacon Direct,VIP,Gross Sales,SKU-A101,6,480.00,48.00,0.00,8.94,17.24,22.87,Organic search referral
TXN-10490,2025-12-16,CLI-002,Urban Pulse,Standard,Gross Sales,SKU-B202,1,45.00,0.00,0.00,10.81,2.15,24.55,TikTok Paid Ad
TXN-10491,2025-12-17,CLI-003,Summit Outfitters,Wholesale,Gross Sales,SKU-A101,40,3200.00,640.00,0.00,69.27,99.90,24.47,Organic search referral
TXN-10492,2025-12-17,CLI-006,Apex Goods,Standard,Gross Sales,SKU-B202,3,135.00,6.75,0.00,11.86,9.39,27.46,Influencer Promo
TXN-10493,2025-12-17,CLI-004,Nova Retailers,Wholesale,Gross Sales,SKU-B202,19,855.00,171.00,0.00,77.84,28.87,33.97,Email Newsletter Conversion
TXN-10494,2025-12-18,CLI-009,Echo Market,Standard,Gross Sales,SKU-B202,2,90.00,0.00,0.00,5.48,3.40,12.41,Influencer Promo
TXN-10495,2025-12-18,CLI-004,Nova Retailers,Wholesale,Gross Sales,SKU-C303,50,3750.00,375.00,0.00,99.57,100.98,31.21,PPC High CAC Campaign
TXN-10496,2025-12-19,CLI-005,Lumina Living,VIP,Gross Sales,SKU-D404,4,360.00,36.00,0.00,6.99,10.61,44.21,Influencer Promo
TXN-10497,2025-12-19,CLI-003,Summit Outfitters,Wholesale,Gross Sales,SKU-A101,30,2400.00,480.00,0.00,79.00,89.19,55.03,Direct Web
TXN-10498,2025-12-19,CLI-007,Beacon Direct,VIP,Gross Sales,SKU-A101,3,240.00,24.00,0.00,11.41,10.07,33.98,Email Newsletter Conversion
TXN-10499,2025-12-19,CLI-010,Solstice Corp,Wholesale,Gross Sales,SKU-A101,15,1200.00,120.00,0.00,58.26,32.01,28.11,Organic search referral
TXN-10500,2025-12-20,CLI-010,Solstice Corp,Wholesale,Gross Sales,SKU-C303,38,2850.00,427.50,0.00,81.67,91.22,22.53,Influencer Promo
